ksize,stride,n_layers,n_hid,drop_mult,wd,moms,emb_sz,bptt,lrate,bs,accuracy
1,1,4,576,1.0,0.1,"(0.9, 0.8)",128,125,0.005,1024,0.25230029225349426
1,1,2,1152,1.0,0.001,"(0.98, 0.9)",104,150,0.002,1024,0.330149918794632
1,1,3,576,0.1,0.01,"(0.98, 0.9)",128,125,0.002,512,0.3501594960689545
1,1,3,1152,0.1,0.001,"(0.8, 0.7)",104,150,0.005,1024,0.2773714959621429
1,1,3,1152,0.1,0.0001,"(0.98, 0.9)",56,100,0.005,1024,0.3295013606548309
1,1,4,576,1.0,0.0001,"(0.9, 0.8)",56,150,0.01,512,0.2524586021900177
1,1,3,576,1.0,0.1,"(0.9, 0.8)",56,100,0.005,512,0.3506485819816589
1,1,3,576,1.0,0.01,"(0.98, 0.9)",104,100,0.01,512,0.3583419620990753
1,1,4,576,1.0,0.001,"(0.8, 0.7)",128,100,0.005,1024,0.2524907886981964
1,1,3,1152,0.1,0.1,"(0.8, 0.7)",56,150,0.005,1024,0.2600725591182709
1,1,4,1152,0.1,0.1,"(0.98, 0.9)",56,150,0.002,512,0.3249575197696686
1,1,2,576,1.0,0.1,"(0.98, 0.9)",104,100,0.01,1024,0.3440501093864441
1,1,4,1152,0.1,0.001,"(0.98, 0.9)",104,125,0.005,512,0.0023059374652802944
1,1,2,1152,0.1,0.1,"(0.8, 0.7)",104,150,0.01,1024,0.34567540884017944
1,1,2,576,0.1,0.01,"(0.98, 0.9)",128,100,0.002,1024,0.3349887132644653
1,1,3,1152,0.1,0.01,"(0.98, 0.9)",128,100,0.002,1024,0.3422253131866455
1,1,3,576,1.0,0.01,"(0.8, 0.7)",104,100,0.002,512,0.35112670063972473
1,1,4,1152,0.1,0.1,"(0.9, 0.8)",56,150,0.002,512,0.252542644739151
1,1,2,1152,1.0,0.001,"(0.9, 0.8)",104,125,0.005,1024,0.3400401175022125
1,1,3,576,0.1,0.1,"(0.98, 0.9)",104,100,0.01,1024,0.2534444034099579
1,1,3,576,1.0,0.01,"(0.8, 0.7)",128,100,0.002,1024,0.324603408575058
1,1,3,576,0.1,0.0001,"(0.8, 0.7)",104,125,0.002,1024,0.3115500211715698
1,1,4,1152,1.0,0.001,"(0.98, 0.9)",56,100,0.01,512,0.327049195766449
1,1,4,576,1.0,0.001,"(0.8, 0.7)",56,100,0.01,1024,0.2524912357330322
1,1,2,576,0.1,0.1,"(0.98, 0.9)",56,100,0.01,1024,0.346015602350235
1,1,3,576,0.1,0.0001,"(0.8, 0.7)",128,150,0.002,512,0.3364617228507996
1,1,2,1152,1.0,0.1,"(0.9, 0.8)",104,100,0.005,1024,0.348039984703064
1,1,3,576,1.0,0.0001,"(0.9, 0.8)",128,150,0.002,512,0.33400797843933105
1,1,4,1152,0.1,0.01,"(0.8, 0.7)",104,150,0.01,512,0.252446711063385
1,1,2,576,1.0,0.1,"(0.8, 0.7)",56,150,0.01,512,0.3430699706077576
1,1,3,576,0.1,0.001,"(0.98, 0.9)",104,125,0.01,1024,0.0022996878251433372
1,1,3,576,1.0,0.001,"(0.9, 0.8)",56,150,0.005,512,0.3154800534248352
1,1,2,576,1.0,0.0001,"(0.8, 0.7)",104,125,0.01,1024,0.3429873585700989
1,1,2,1152,1.0,0.0001,"(0.8, 0.7)",128,125,0.002,512,0.3479641079902649
1,1,3,1152,1.0,0.0001,"(0.98, 0.9)",56,150,0.002,1024,0.30764445662498474
1,1,3,1152,0.1,0.1,"(0.8, 0.7)",56,150,0.002,512,0.002301277592778206
1,1,2,576,1.0,0.001,"(0.8, 0.7)",128,100,0.005,512,0.354778915643692
1,1,4,576,0.1,0.01,"(0.8, 0.7)",104,150,0.01,1024,0.3084980845451355
1,1,3,1152,1.0,0.001,"(0.8, 0.7)",104,125,0.002,1024,0.3216576874256134
1,1,4,576,0.1,0.1,"(0.9, 0.8)",128,100,0.002,512,0.3474060893058777
1,1,3,576,1.0,0.0001,"(0.8, 0.7)",128,150,0.005,512,0.34615129232406616
1,1,2,576,1.0,0.001,"(0.98, 0.9)",128,150,0.005,512,0.3490211069583893
1,1,3,576,0.1,0.1,"(0.8, 0.7)",56,125,0.002,1024,0.31325265765190125
1,1,2,1152,1.0,0.001,"(0.98, 0.9)",128,125,0.01,512,0.3570511341094971
1,1,4,1152,1.0,0.1,"(0.9, 0.8)",104,125,0.005,1024,0.2524734735488892
1,1,3,1152,1.0,0.001,"(0.9, 0.8)",104,125,0.002,1024,0.3216041922569275
1,1,3,1152,1.0,0.01,"(0.8, 0.7)",104,100,0.002,1024,0.3326759338378906
1,1,3,1152,0.1,0.0001,"(0.9, 0.8)",56,150,0.005,1024,0.2525451183319092
1,1,2,576,1.0,0.0001,"(0.9, 0.8)",104,150,0.005,1024,0.3383069634437561
1,1,2,1152,1.0,0.001,"(0.9, 0.8)",56,100,0.005,512,0.3537292182445526
1,1,4,1152,1.0,0.1,"(0.8, 0.7)",128,150,0.01,1024,0.2524491846561432
1,1,3,576,1.0,0.0001,"(0.9, 0.8)",56,150,0.01,512,0.34042105078697205
1,1,3,1152,1.0,0.1,"(0.98, 0.9)",104,150,0.01,512,0.252446711063385
1,1,3,1152,1.0,0.1,"(0.8, 0.7)",128,150,0.002,512,0.3267129957675934
1,1,3,576,0.1,0.1,"(0.98, 0.9)",104,125,0.01,1024,0.3176644146442413
1,1,4,1152,1.0,0.1,"(0.9, 0.8)",128,150,0.01,1024,0.2524184584617615
1,1,3,1152,0.1,0.001,"(0.98, 0.9)",104,150,0.002,1024,0.31925779581069946
1,1,2,1152,0.1,0.001,"(0.9, 0.8)",128,150,0.002,1024,0.3302238881587982
1,1,4,1152,1.0,0.001,"(0.98, 0.9)",104,100,0.005,1024,0.2524915337562561
1,1,4,1152,0.1,0.001,"(0.98, 0.9)",56,150,0.01,512,0.25244078040122986
1,1,2,576,0.1,0.1,"(0.8, 0.7)",104,150,0.01,512,0.3516640365123749
